"NAME","POPESTIMATE2015","POPESTIMATE2016","perCapitaFFL","Senate.Dem","Senate.Rep","House.Dem","House.Rep","Legis.Control","Gov.Party","State.Control","per.capita.18to24","per.capita.18.to24.Male","per.capita.18to24.Female","per.capita.18to24.LessHS","per.capita.18to24.LessHS.Male","per.capita.18to24.LessHS.Female","per.capita.18to24.HS","per.capita.1824.HS.Male","per.capita.18to24.HS.Female","per.capita.18to24.AA","per.capita.18to24.AA.Male","per.capita.18to24.AA.Female","per.capita.18to24.BA","per.capita.18to24.BA.Male","per.capita.18to24.BA.Female","per.capita.25to34","per.capita.25to34.Male","per.capita.25to34.Female","per.capita.25to34.HS","per.capita.25to34.HS.Male","per.capita.25to34.HS.Female","per.capita.25to34.BA","per.capita.25to34.BA.Male","per.capita.25to34.BA.Female","per.capita.35to44","per.capita.35to44.Male","per.capita.35to44.Female","per.capita.35to44.HS","per.capita.35to44.HS.Male","per.capita.35to44.HS.Female","per.capita.35to44.BA","per.capita.35to44.BA.Male","per.capita.35to44.BA.Female","per.capita.45to64","per.capita.45to64.Male","per.capita.45to64.Female","per.capita.45to64.HS","per.capita.45to64.HS.Male","per.capita.45to64.HS.Female","per.capita.45to64.BA","per.capita.45to64.BA.Male","per.capita.45to64.BA.Female","per.capita.65plus","per.capita.65plus.Male","per.capita.65plus.Female","per.capita.65plus.HS","per.capita.65plus.HS.Male","per.capita.65plus.HS.Female","per.capita.65plus.BA","per.capita.65plus.BA.Male","per.capita.65plus.BA.Female","OccupiedHousingUnits","a.LessThan5000","b.5000to9999","c.10000to14999","d.15000to19999","e.20000to24999","f.25000to34999","g.35000to49999","h.50000to74999","i.75000to99999","j.100000to149999","k.150000.or.more","MedianHouseholdIncome","Hispanic","Black.combination","Male","White.NonHispanic","Asian","Asian.combination","Black","Female","Total","White","White.combination","POP_ST","AREA_ST","POP_URBAN","POPPCT_URBAN","AREA_URBAN","AREAPCT_URBAN","POPDEN_URBAN","POP_UA","POPPCT_UA","AREA_UA","AREAPCT_UA","POPDEN_UA","POP_UC","POPPCT_UC","AREA_UC","AREAPCT_UC","POPDEN_UC","POP_RURAL","POPPCT_RURAL","AREA_RURAL","AREAPCT_RURAL","POPDEN_RURAL","CivilianPop.16","Hunting.Fishing.Agriculture","Mining.Oil.Gas","Construction","Manufacturing","Wholesale.Trade","Retail.Trade","Transportation.Warehousing","Utilities","Information","Finance.Insurance","Real.Estate","Sciences.Technical","Management","Waste.Management","Educational.Services","Health.Care","Arts.Entertainment","Foodservice.Accommodation","OtherServices","PublicAdministration"
"Pennsylvania",12791904,12784227,19.9679652121321,23,27,92,111,"Rep","Rep","Rep",9496.28765193985,4831.21980902921,4665.06784291064,1176.52540231697,680.133309318144,496.392092998822,3111.97613740691,1725.48199236017,1386.49414504674,4091.65828636613,1968.6670569135,2122.99122945263,1116.12782584985,456.937450437402,659.190375412448,12888.1595734302,6494.68601390379,6393.4735595264,11868.5381003485,5909.44084633531,5959.09725401316,4877.09257355277,2182.37253813037,2694.7200354224,11740.6681601113,5839.13856764403,5901.52959246724,10751.3236497084,5276.32946588717,5474.99418382127,4186.36662689151,1881.09604324735,2305.27058364415,27861.6693808834,13650.0164479033,14211.6529329801,25441.5370847061,12344.6751945606,13096.8618901455,7888.10641480737,3782.95521917613,4105.15119563124,17051.3552947239,7365.12719294954,9686.22810177437,14310.6843203326,6220.25462354939,8090.42969678322,3694.48519938861,2017.33846658011,1677.1467328085,4956037,1162.30547071022,1433.50825647222,1898.42731777849,2014.65708310506,1937.17057288735,3835.60570811038,5152.88419925603,7128.80584469677,4959.16792371175,5230.37070947374,3990.57872854581,55702,86746.9879518072,4618.47389558233,72690.7630522088,93373.4939759036,49598.3935742972,53012.0481927711,401.606425702811,76706.8273092369,100000,94779.1164658635,95381.5261044177,12702379,115883064314,9991287,78.66,12186542023,10.52,2123.4,8977537,70.68,10468869338,9.03,2221,1013750,7.98,1717672685,1.48,1528.6,2711092,21.34,103696522291,89.48,67.7,33247.0991026824,310.719967879684,232.780045879018,1956.58910510898,5005.77552802147,1129.99597245258,3068.49551091065,1566.09993320775,403.341050714577,601.270928862505,2049.21018794387,460.220777141542,2396.07801934724,31.2697781346702,1192.84040905873,2714.0838455323,5430.98197109672,407.288860204079,1360.18844419095,1308.70275449222,1621.16601250291
"Rhode Island",1055607,1056426,8.57450813718456,32,5,69,6,"Dem","Dem","Dem",10831.68262431,5366.39109062369,5465.29153368631,1052.85395038116,704.713022933724,348.140927447431,3090.25991680616,1633.18356168536,1457.0763551208,5278.66905012945,2471.18482541325,2807.48422471621,1409.89970699323,557.309680591356,852.590026401871,13548.6028417773,6796.37402934994,6752.22881242735,12337.6408076112,6110.60745144737,6227.0333561638,4914.61310885585,2287.02537971044,2627.58772914541,11716.6710717151,5796.28592838054,5920.38514333459,10558.001225835,5112.03506608046,5445.96615975453,4106.35776382688,1742.3150850648,2364.04267876208,27742.2374046402,13351.2756167778,14390.9617878623,24770.0138403781,11779.857465894,12990.1563744841,9373.75367916279,4414.9006211592,4958.85305800359,16154.8758202627,6905.0318916036,9249.84392865906,12966.6627826454,5661.10304308327,7305.55973956217,4229.03599540359,2307.10861144346,1921.92738396013,407484,1505.38978995024,1582.59655345218,2161.69464582937,1775.66082831963,1814.21684395803,3396.90812963537,4670.77236130492,6369.2264261226,5056.80617881465,5713.01630246863,4555.00958216457,58073,96375.2665245203,92324.0938166311,64605.5437100213,91044.776119403,37953.091684435,40938.1663113006,85287.8464818763,71641.7910447761,100000,93816.631130064,95095.9488272921,1052567,2677566454,955043,90.73,1037649938,38.75,2383.8,952101,90.46,1026796770,38.35,2401.6,2942,0.28,10853168,0.41,702.1,97524,9.27,1639916516,61.25,154,32756.0351532341,101.837142042446,3.8840212313863,1724.03176560974,4780.6617424856,1264.58047360429,3345.37379915063,1104.19881641558,211.442326547664,602.781148666123,2009.83888890468,567.73022535849,2133.5591749581,69.6281854894861,937.375367916279,3056.44051242555,5403.99978401053,648.252616740889,1634.03615171176,1254.065196612,1902.31781335289
"South Carolina",4894834,4961119,22.4310953503299,18,28,46,78,"Rep","Rep","Rep",9949.38745624469,5115.31136704534,4834.07608919935,1274.46610038257,713.915936679364,560.550163703202,3359.97094079186,1953.24294960769,1406.72799118417,4453.7567566132,2112.39032825219,2341.366428361,861.193658457059,335.762152506091,525.431505950968,12902.9707646878,6434.47765542202,6468.49310926581,11477.1410021259,5579.33118875941,5897.8098133665,3769.03486410367,1628.79885201418,2140.23601208948,12266.9941411701,5952.72485236476,6314.2692888053,10792.5008284244,5077.43469952199,5715.06612890243,3492.25326129548,1477.21046311274,2015.04279818274,26432.9699434138,12552.8056722659,13880.1642711479,23201.0319451078,10759.1391250449,12441.8928200629,7006.69317897195,3286.26057594599,3720.43260302597,16220.2436282824,7210.64289412062,9009.60073416177,13080.3822969277,5913.09123046869,7167.29106645905,3919.3770411826,2226.06119022627,1693.31585095633,1857768,1518.13115623533,1556.08954256671,2353.11350701576,2201.30039139223,2315.15512068438,4250.80809686294,5541.22979451397,7097.31933708069,4440.55916911585,4061.03659490802,2580.84339530207,47238,37370.2422145329,171280.276816609,38062.2837370242,69204.1522491349,129411.764705882,135294.117647059,169896.193771626,45328.7197231834,100000,75778.5467128028,76124.5674740484,4625364,77856841944,3067809,66.33,6168413106,7.92,1288.1,2580045,55.78,5037540904,6.47,1326.5,487764,10.55,1130872202,1.45,1117.1,1557555,33.67,71688428838,92.08,56.3,31359.7355906247,261.929209448165,43.7399919997287,2150.73687892174,5354.60446666833,970.839869135501,3110.52427927076,1157.56734549119,538.36350732221,675.160791969656,1494.75957713786,591.031279099557,1676.42048739549,24.1274780717793,1454.96251762573,2541.31192191604,4143.79731774356,322.441986796692,1819.75527668558,1343.45720406453,1684.20420386064
"South Dakota",857919,865454,59.6411440315334,7,28,17,53,"Rep","Rep","Rep",9987.07337172857,5173.91501994944,4813.15835177913,1418.89852072282,812.897254869049,606.001265853769,3012.2890389419,1678.13045287492,1334.15858606698,4589.12787803977,2342.64540125583,2246.48247678394,966.757934024075,340.241910949635,626.516023074439,13045.8702977787,6671.14261369663,6374.72768408206,11997.9858238365,6089.73574428355,5908.25007955296,4083.60229811905,1859.26643424379,2224.33586387526,11463.5530860139,5944.38402693028,5519.16905908367,10568.2471189005,5397.9454936888,5170.3016252117,3628.08143892372,1599.5682576094,2028.51318131432,25448.0900877589,12742.5782620504,12705.5118257085,23810.9891493253,11729.1958797975,12081.7932695278,6712.17212813797,3007.04378851617,3705.12833962181,15678.9860114999,7144.03107985719,8534.95493164273,13426.3257953257,6098.94407280874,7327.38172251693,3629.71329461173,2000.07226789475,1629.64102671697,339437,1028.6518890478,1384.74611239523,2176.07955995846,1819.98533661103,2176.07955995846,4193.86911818016,5895.1952340489,7794.32557152831,5618.24601156986,4747.76756313825,2769.49222479045,53017,10023.8663484487,18377.0883054893,61097.8520286396,95704.0572792363,74701.6706443914,74701.6706443914,10023.8663484487,62052.5059665871,100000,96181.38424821,96420.0477326969,814180,196349580075,461247,56.65,586090288,0.3,2038.3,243587,29.92,290234955,0.15,2173.7,217660,26.73,295855333,0.15,1905.4,352933,43.35,195763489787,99.7,4.7,36652.1781193796,2619.12837925259,179.154442319147,2901.2062910368,4569.66217090425,1287.0678933559,3314.53202458507,1321.68654616578,491.77136769322,584.90370303024,2570.17270861235,481.980233565173,1521.70542906731,4.66244482287955,874.791209892775,2668.78341661625,5536.65322716947,671.042371132939,1688.6209537264,1531.14687983364,1833.50642659738
"Tennessee",6595056,6651194,23.0873333920697,7,26,27,71,"Rep","Rep","Rep",9598.28089405154,4853.6661402117,4744.61475383985,1004.51004510045,592.929006213139,411.581038887312,3489.82631838153,1915.44999769524,1574.37632068628,4226.74197156173,2000.36208941971,2226.37988214202,877.202559007839,344.925046883605,532.277512124234,13128.0310584171,6464.64563758064,6663.38542083646,11787.7391791669,5715.0841478829,6072.65503128404,4007.91138088896,1752.97980790459,2254.93157298437,12754.4026919559,6307.80087386673,6446.60181808919,11289.8510641911,5456.89073754643,5832.96032664469,3762.59125017286,1672.57108961622,2090.02016055663,26546.3401675437,12800.48266459,13745.8575029537,23211.4026021917,10961.1199662292,12250.2826359625,6525.75201787521,3017.74541414053,3508.00660373468,15402.1436664071,6797.86494610508,8604.278720302,12083.2484212416,5341.56192153637,6741.68649970523,3157.42580502728,1748.30964285974,1409.11616216754,2530260,1419.53305627731,1649.73580209175,2301.95164377679,2263.58957376556,2378.69094667278,4373.71570461267,5716.52462086751,7097.71077000711,4258.61433170545,4143.52812167175,2762.34197253215,47275,37735.8490566038,125606.469002695,50673.8544474393,80592.9919137466,126954.177897574,129380.053908356,124258.760107817,58221.0242587601,100000,85444.74393531,86522.9110512129,6346105,106797885992,4213245,66.39,7524311791,7.05,1450.3,3450715,54.38,5689184718,5.33,1570.9,762530,12.02,1835127073,1.72,1076.2,2132860,33.61,99273574201,92.95,55.6,32139.4996494344,255.903816434614,63.168531093595,2006.59403043735,5105.58212090997,1050.49904049336,3312.1629293216,1842.09201559471,432.672595956729,648.880009510154,1572.02607529034,551.306918394628,1810.31063269213,52.7667998573477,1309.58706036765,2440.44933052881,4648.13338961792,408.942698894445,1520.30551370602,1469.97993648576,1638.13620384725
"Texas",27429639,27862596,22.7174333169338,12,19,55,95,"Rep","Rep","Rep",10162.2518619366,5230.83442694962,4931.41743498702,1624.8008222055,939.571242625541,685.229579579957,3267.97957494081,1819.12346713714,1448.85610780368,4464.14187222807,2141.09999770686,2323.04187452121,805.329592562264,331.039719480085,474.289873082179,14502.0647191164,7361.97804134425,7140.08667777217,12569.2284903932,6257.25697665945,6311.97151373374,4268.72916555701,1903.00718139236,2365.72198416465,13581.7864755712,6772.74680866197,6809.03966690921,11199.3526418631,5481.80747110817,5717.54517075489,4170.2189372598,1910.07253139569,2260.14640586411,23872.1880371812,11705.7537651152,12166.4342720661,19619.2848181487,9502.53118533569,10116.753632813,6691.14894293724,3307.18898633701,3383.95995660023,11744.6204815164,5206.4520426244,6538.16843889196,9116.35767426615,4124.78997627348,4991.56769799267,2935.6675091495,1633.18955820016,1302.47795094934,9421412,1099.12128263883,1167.8170463709,1614.33404209221,1717.37586484459,1820.41768759698,3469.10143440094,4636.91848077184,6182.56040482341,4121.70572131846,4636.91848077184,3915.61843012225,55653,330000,150000,374615.384615385,371538.461538462,364615.384615385,366153.846153846,139230.769230769,383846.153846154,100000,72307.6923076923,76153.8461538462,25145561,676586997978,21298039,84.7,22651009601,3.35,2435.3,18947957,75.35,18698378243,2.76,2624.6,2350082,9.35,3952631358,0.58,1539.9,3847522,15.3,653935988377,96.65,15.2,33975.532816892,297.616020393123,1025.05176972982,2945.86086240508,3497.7492777065,1214.95948233223,3370.00424978251,1784.31440530442,368.149212609032,663.435636174432,1800.24607688056,711.963434881516,2407.99742205867,51.8198580739615,1472.09739070937,2955.5948585397,3973.88387065539,329.621545511408,1865.72634076591,1524.8614828653,1714.57961951304
"Utah",2990632,3051217,30.3294281156229,5,24,14,61,"Rep","Rep","Rep",11423.5720075222,5783.32606619604,5640.24594132611,1450.86389766444,850.522565130046,600.341332534394,3540.48910063157,2026.12691899237,1514.3621816392,5651.24696050868,2661.37726072616,2989.86969978252,780.972048717462,245.299321347461,535.672727370001,14729.5287417509,7471.46422562187,7258.06451612903,13592.110296419,6801.17112369559,6790.93917272336,4615.41239443703,2271.92780656396,2343.48458787306,13450.5348702214,6855.07277391535,6595.46209630607,12278.5417931728,6260.81711156705,6017.72468160576,4505.50251585618,2418.71952149245,2086.78299436373,19773.245253846,9812.50785787085,9960.73739597517,18071.1301156411,8911.9289835727,9159.20113206841,6352.36966634477,3432.18423396794,2920.18543237684,10293.543304559,4768.18946630679,5525.35383825225,9364.10765349933,4370.44745057232,4993.66020292701,3075.03564463966,1816.23817306844,1258.79747157123,930980,715.969066070316,684.838522426029,1089.53558980175,1089.53558980175,1307.44939531176,2832.81259613353,4233.65362237815,6474.98588927023,4669.48123339816,4793.96997022703,3237.47622576098,62912,120567.375886525,192907.80141844,4964.5390070922,75886.524822695,207801.418439716,236879.432624113,152482.269503546,5673.75886524823,100000,88652.4822695035,93617.0212765957,2763885,212818329473,2503595,90.58,2369045186,1.11,2737.1,2243441,81.17,1950862546,0.92,2978.4,260154,9.41,418182640,0.2,1611.2,260290,9.42,210449284287,98.89,3.2,30793.8255191545,280.007704057203,481.938265891624,2513.84991533562,4372.78809295159,1043.85962565772,3257.7395012158,1287.82143707417,300.404730505124,698.481123722344,1839.44397037148,590.109381562158,2432.02774530601,19.9288979720674,1406.12419047211,2339.33830708693,3019.32835601304,340.162213204433,1269.12973578829,1225.79441402352,2075.54791094324
"Vermont",626088,624594,49.6856091050079,21,7,93,47,"Dem","Dem","Dem",10737.7876592428,5565.1921135687,5172.59554567409,897.477670870549,536.346328311675,361.131342558873,2829.47445087592,1511.60859176346,1317.86585911246,5452.26869066329,2783.79397145449,2668.4747192088,1558.56684683303,733.443222039074,825.123624793959,11297.6131150893,5710.69881550197,5586.91429958728,10343.9133157,5112.859534123,5231.05378157703,4395.2287857298,1892.22601295665,2503.00277277316,11156.7383498805,5486.44918925135,5670.28916062918,10532.0657798904,5037.15132697001,5494.91445292036,4293.96506561378,1886.95518840802,2407.00987720576,30025.4916241806,14625.5797907003,15399.9118334803,28039.8282669529,13394.1235097942,14645.7047571587,10771.1695480508,4693.11023370517,6078.05931434559,17582.8318063914,8032.73661210565,9550.09519428579,15321.967518943,6895.03711938258,8426.93039956044,6426.09345651091,3163.13361699953,3262.95983951138,254865,773.373711043815,1221.07435376497,2157.36445994812,2198.09355873296,2279.55175630263,3745.00070277661,5332.63694560509,7856.40357266071,5780.33758832624,5739.60848954141,3622.8134064221,56990,84594.5945945946,110810.810810811,52162.1621621622,96756.7567567568,117297.297297297,125405.405405405,84594.5945945946,56216.2162162162,100000,97297.2972972973,98108.1081081081,625741,23871030489,243385,38.9,404380140,1.69,1558.8,108740,17.38,159947183,0.67,1760.8,134645,21.52,244432957,1.02,1426.7,382356,61.1,23466650349,98.31,42.2,34536.5188280242,801.963941171209,68.8401630441727,2378.89881294642,5084.10958203959,960.248399586001,3239.32099002057,1008.96359617178,331.902224607403,846.5263669005,1469.44199537445,509.193595788451,2233.39211101315,19.3263566782944,878.79020201633,4061.72934156221,5137.93588121798,553.117133693666,1658.71251325692,1186.09524539681,2108.01037553826
"Virginia",8367587,8411808,20.3880069540341,19,20,33,67,"Rep","Dem","Divided",9893.66468493247,5102.8689632985,4790.79572163397,1007.10037433731,585.99928509856,421.101089238749,3020.21359323781,1729.68622853877,1290.52736469905,4686.22555104596,2321.85216598286,2364.3733850631,1180.12516631139,465.331283678317,714.79388263307,14016.0478761679,7069.55302645793,6946.49484970996,12940.7318979773,6448.84839560079,6491.88350237649,5550.82367234425,2492.41507736938,3058.40859497487,13096.9896100274,6525.33400608802,6571.65560393934,11938.1250532561,5848.71122343873,6089.41382981737,5551.03878812374,2584.06635031103,2966.97243781272,26640.4998239038,12916.8062429467,13723.6935809571,23960.0735552555,11404.064278029,12556.0092772265,9839.75428041561,4781.71305538861,5058.041225027,14190.9967592808,6267.39823559647,7923.59852368431,11579.407540071,5158.47639229804,6420.93114777295,4179.65179208773,2280.00019599438,1899.65159609335,3106895,1039.6426114243,1076.76203426388,1410.94439770988,1448.06382054946,1559.45794169813,3081.79646055667,4455.60948455032,6460.63195996648,4752.64852340346,5940.81662969265,5866.5538822602,66262,73141.4868105516,11270.9832134293,59712.2302158273,78896.8824940048,81294.964028777,86570.7434052758,9592.32613908873,63549.1606714628,100000,82733.8129496403,83932.8537170264,8001024,102278849309,6037094,75.45,6902790588,6.75,2265.2,5584039,69.79,5907724619,5.78,2448.1,453055,5.66,995065969,0.97,1179.2,1963930,24.55,95376058721,93.25,53.3,34794.5829544408,242.065006315441,101.223925129192,2394.34618367278,3030.80206993964,814.165421883274,3060.69121241285,1259.21606790584,305.476357760009,766.433620588588,1836.46731130492,761.211087497507,4212.32548881774,36.127500078577,1283.12977205973,2855.85318682674,4232.72563523988,402.732591845176,1630.45809980822,1671.71252596477,3897.41988938986
"Washington",7160290,7288000,16.4962952799122,25,24,55,43,"Dem","Dem","Dem",9344.13270970869,4870.87813482415,4473.25457488454,1293.96993697183,737.805312354667,556.164624617159,2932.78624189802,1662.60025781079,1270.18598408724,4145.02764552832,2033.67461373771,2111.35303179061,972.348885310511,436.797950920982,535.550934389529,14669.2941207689,7544.52682782401,7124.76729294484,13384.499789813,6805.53441271233,6578.96537710065,5217.83335591156,2442.3731441045,2775.46021180706,12943.1768825006,6558.51927785048,6384.65760465009,11694.3168502952,5859.41351537438,5834.90333492079,4820.41928469378,2283.51086338682,2536.90842130696,26193.8413108966,12976.5554188448,13217.2858920519,23955.6498409981,11754.1468292485,12201.5030117495,8686.29622543221,4287.41014679573,4398.88607863648,14477.4303834063,6614.32707334479,7863.10331006146,12989.3202649613,6027.71675448899,6961.60351047234,4611.00039244221,2569.01605940542,2041.98433303679,2728573,1028.88290837382,1143.2078868314,1448.05587483189,1448.05587483189,1600.49383474692,3315.29868203662,4877.69350124087,6935.4732839033,5258.76745215627,6020.90138807227,5068.23047669857,64129,107124.681933842,47582.6972010178,55216.2849872774,75063.6132315522,88295.165394402,92875.3180661578,33842.2391857506,57760.8142493639,100000,84732.8244274809,86768.4478371501,6724540,172119001610,5651869,84.05,6150546552,3.57,2380,5041475,74.97,5088055314,2.96,2566.3,610394,9.08,1062491238,0.62,1487.9,1072671,15.95,165968455058,96.43,16.7,32366.0494197861,757.636911354149,30.6831147900434,2211.55847039715,4229.74488463456,1135.24731540203,3426.0204544788,1674.97405831328,342.877173969211,782.412444188713,1373.93876505002,697.974523378243,3123.88185394726,44.1602225608181,1102.03637003529,2144.84329545312,3966.78067508439,566.234049179572,1435.38879011884,1250.85715802014,2068.79888943046
"West Virginia",1841053,1831102,48.8594664123936,24,10,53,47,"Dem","Dem","Dem",8926.08740758685,4667.81781947614,4258.26958811072,1031.85513942293,590.694564469355,441.160574953573,3323.85868304715,2034.05333795388,1289.80534509327,3858.66132045085,1791.31181992045,2067.3495005304,711.712264665928,251.758097132456,459.954167533471,11834.2057507307,5896.4625135724,5937.7432371583,10729.294593909,5345.41917044213,5383.8754234669,3099.09600647021,1382.52402293687,1716.57198353334,12516.9671921449,6314.32120639656,6202.64598574837,11451.8158901455,5673.60092295007,5778.2149671954,2688.5700737567,1120.7716453573,1567.7984283994,28009.4054869686,13849.5741295878,14159.8313573808,24464.5319825122,11817.6391445548,12646.8928379574,5181.59987789596,2420.29968718989,2761.30019070608,18270.0335079979,8208.7805185402,10061.2529894577,14093.0760820031,6230.1845737195,7862.89150828357,2849.67352922485,1559.1620664913,1290.51146273356,734536,1595.88018378613,2274.13333565085,2633.22131410665,2872.59519416334,2673.08980241199,4707.90357474771,6223.99246518161,6902.24561704633,4308.89279124501,3790.22222608475,1915.04535719504,42019,140740.740740741,454320.987654321,538271.604938272,85185.1851851852,1234.56790123457,1234.56790123457,398765.432098765,556790.12345679,100000,86419.7530864197,92592.5925925926,1852994,62258675601,902810,48.72,1658489502,2.66,1409.9,615254,33.2,1097015856,1.76,1452.6,287556,15.52,561473646,0.9,1326.4,950184,51.28,60600186099,97.34,40.6,28217.058389954,168.544849061923,1258.41026847136,1767.62972060011,2592.7010249026,782.052444986646,2992.41792604558,1154.33939164163,497.052502019225,443.604828323791,980.797402356152,315.688901949048,1302.84136306777,6.19210853788566,995.191338869658,2472.06354189695,5522.2744809628,333.070259248376,1197.62983466527,1069.55095806585,2365.0052442814
"Wisconsin",5767891,5778708,27.2191754050675,15,18,39,60,"Rep","Rep","Rep",9714.13988232441,4923.79276931551,4790.3471130089,1078.48778695714,612.788972607145,465.698814349994,3053.88919450801,1737.56750951084,1316.32168499717,4500.44912429864,2131.3336191686,2369.11550513004,1081.31377656062,442.102668028921,639.211108531697,12577.4914955917,6410.8007588909,6166.69073670081,11735.086533362,5898.65515835858,5836.43137500345,4222.94734765272,1856.25907285696,2366.68827479576,12078.8516981337,6122.28975894309,5956.5619391906,11084.5194543378,5549.9488461207,5534.57060821711,4049.34836667336,1801.95846280729,2247.38990386608,27671.8648115923,13776.6473048815,13895.2175067109,25673.0753060347,12639.1258087228,13033.9494973119,7569.43915895775,3562.18590122455,4007.2532577332,15616.8519828131,7002.47282758984,8614.37915522329,13634.9317280788,6118.99566063228,7515.93606744649,3445.34943534821,1822.76329424394,1622.58614110426,2319538,1005.3588044573,1166.2148261817,1890.08426130105,1930.28959805239,2211.79630474986,4142.10324016178,5630.04744715183,8002.71711098563,5630.04744715183,5469.19142542742,3176.94977245582,55638,59940.6528189911,66765.5786350148,46290.8011869436,87240.3560830861,5637.9821958457,10979.2284866469,53115.7270029674,50741.8397626113,100000,91691.3946587537,93768.5459940653,5686986,140268064888,3989638,70.15,4866498071,3.47,2123.3,3173382,55.8,3601725983,2.57,2282,816256,14.35,1264772088,0.9,1671.5,1697348,29.85,135401566817,96.53,32.5,34937.3107085415,839.630984704808,58.7563114490201,2116.31946581515,8181.15321527401,1110.00710658367,3307.58677651849,1317.43127600712,371.869024570679,581.130954104368,2122.11014389835,411.398204300324,1808.87606925998,47.4003409565125,1023.9791285931,2437.56340055663,4784.22702509461,371.366241144293,1362.26568775311,1216.614530337,1467.62482162024
"Wyoming",586555,585501,104.725127141827,4,26,8,52,"Rep","Rep","Rep",9864.37759459897,5175.13276674822,4689.24482785076,1526.37007612244,861.300304319288,665.069771803156,3368.31158203408,2049.08320617845,1319.22837585563,4512.10883889831,2089.82959824739,2422.27924065092,457.587097544135,174.919658003086,282.667439541049,14054.9479588444,7087.65588904706,6967.29206979738,12883.020347623,6525.73074988705,6357.28959773593,3747.4746613702,1834.61056507915,1912.86409629106,12298.9318989694,6409.45861854387,5889.47328042554,11641.3635549948,6009.32563868691,5632.03791630793,3466.85306578241,1566.26403321087,1900.58903257154,25849.2383493449,12874.6664848139,12974.571864531,23797.768325221,11874.2487916734,11923.5195335476,6282.78678043832,3010.80035120321,3271.98642923511,14073.1900674276,6692.46703207713,7380.72303535048,12767.089190272,6069.67803530786,6697.41115496416,3898.35565292257,2206.10172959058,1692.253923332,228937,858.572512381618,975.697078705322,1756.35703386724,1834.44007808304,1873.31111319484,3707.92167827399,5230.02957949382,7337.76031233218,5620.27431357673,6674.22492349396,3161.34036876337,60214,70553.9358600583,7580.1749271137,50145.7725947522,87463.556851312,73177.8425655977,91253.6443148688,7580.1749271137,46647.2303206997,100000,93294.4606413994,95335.27696793,563626,251470069067,364993,64.76,503865599,0.2,1876.2,138136,24.51,169577798,0.07,2109.8,226857,40.25,334287801,0.13,1757.6,198633,35.24,250966203468,99.8,2,35456.8625278107,1340.02778938036,4282.12188115352,2800.58988500652,1593.88292657977,758.326158672247,3927.67941625253,1721.57768666195,741.788920050123,461.849272446744,951.317438262396,652.794708083641,1536.94026988091,0,672.059738643435,3276.58957812993,3672.11940909207,555.787607300253,2263.04438628944,1509.1508895159,2739.21456640895
